Rank	Query#	Scores	Document#	Snippet of text#	Valid ranks count
4	143	0.22	1104	aerodynamic heating of blunt nose shapes at mach numbers up to 14	716
5	143	0.21	554	generalized heat transfer formulas and graphs	716
6	143	0.21	123	the downstream influence of mass transfer at the nose of a slender cone	716
7	143	0.21	398	heat transfer in turbulent shear flow	716
8	143	0.19	145	skin friction in the laminar boundary layer in compressible flow	716
9	143	0.19	800	wall interference at transonic speeds on a hemisphere cylinder model	716
10	143	0.18	101	laminar heat transfer over bluntnosed bodies at hypersonic flight speeds	716
*********************************************************************************
1	145	0.42	698	the unsteady lift of a wing of finite aspect ratio	1054
2	145	0.38	637	an integral equation relating the general timedependent lift and downwash distributions on finite wings in subsonic flow	1054
3	145	0.35	899	aerodynamic effects on boundary layer unsteadiness	1054
4	145	0.29	699	approximate indical lift functions for several wings of finite span in incompressible flow as obtained from oscillatory lift coefficients	1054
5	145	0.28	892	research on unsteady flow	1054
6	145	0.27	680	generalized conical flow fields in supersonic wing theory	1054
7	145	0.27	1109	unsteady laminar compressible boundary layers on an infinite plate with suction or injection	1054
8	145	0.25	1259	secondorder theory for unsteady supersonic flow past slender pointed bodies of revolution	1054
9	145	0.25	465	slender delta wings with sharp edges at zero lift	1054
10	145	0.24	779	calculation and compilation of the unsteady lift functions for a rigid wing subjected to sinusoidal gusts and to sinusoidal sinking oscillations	1054
*********************************************************************************
1	146	0.36	1331	calculated responses of a large sweptwing airplane to continuous turbulence with flighttest comparisons	294
2	146	0.34	882	the variation of gust frequency with gust velocity and altitude	294
3	146	0.29	1289	numerical technique to lifting surface theory for calculation of unsteady aerodynamic forces due to continuous sinusoidal gusts on several wing planforms at sobsonic speeds	294
4	146	0.24	495	on similar solutions for strong blast waves and their application to steady hypersonic flow	294
5	146	0.23	781	use of subsonic kernel function in an influencecoefficient method of aeroelastic analysis and some comparisons with experiment	294
6	146	0.22	779	calculation and compilation of the unsteady lift functions for a rigid wing subjected to sinusoidal gusts and to sinusoidal sinking oscillations	294
7	146	0.21	556	numerical comparison between exact and approximate theories of hypersonic inviscid flow past slender blunt nosed bodies	294
8	146	0.19	783	a method for calculating the subsonic steadystate loading on an airplane with a wing of arbitrary planform and stiffness	294
9	146	0.17	1270	supersonic inlet dynamics	294
10	146	0.16	1391	shock wave and flow field development in hypersonic reentry	294
*********************************************************************************
1	147	0.37	673	investigation of full scale split trailing edge wing flaps with various chords and hinge locations	881
2	147	0.28	638	longitudinal aerodynamic characteristics at low subsonic speeds of a highly swept wing utilizing nose deflection for control	881
3	147	0.19	1091	data from a static thrust investigation of a large scale general research vtolstol model in ground effect	881
4	147	0.18	1163	forcetest investigation of the stability and control characteristics of a scale model of a tiltwing vertical takeoff and landing aircraft	881
5	147	0.17	1343	formulas for the supersonic loading lift and drag of flat swept back wings with leading edges behind the mach lines	881
6	147	0.16	368	some problems of polar missile control	881
7	147	0.15	631	low speed wind tunnel tests on a two dimensional aerofoil with split flap near the ground	881
8	147	0.15	792	some low speed problems of high speed aircraft	881
9	147	0.15	245	the ground effect on the jet flap in two dimensions	881
10	147	0.15	1393	heat transfer near the forward stagnation point of a body of revolution	881
*********************************************************************************
1	148	0.5	639	analytical study of the tumbling motions of vehicles entering planetary atmospheres	404
2	148	0.32	719	tumbling bodies entering the atmosphere	404
3	148	0.23	716	study of the oscillatory motion of manned vehicles entering the earths atmosphere	404
4	148	0.23	715	motion of a ballistic missile angularly misaligned with the flight path upon entering the atmosphere and its effect upon aerodynamic heating aerodynamic loads and miss distance	404
5	148	0.19	944	one dimensional heat conduction through the skin of a vehicle upon entering a planetary atmosphere at constant velocity and entry angle	404
6	148	0.17	717	motions of a short 10degree blunted cone entering a martian atmosphere at arbitrary angles of attack and arbitrary pitching rates	404
7	148	0.17	164	an approximate analytical method for studying entry into planetary atmospheres	404
8	148	0.15	1348	radiative heat transfer during atmosphere entry at parabolic velocity	404
9	148	0.14	958	air scooping vehicle	404
10	148	0.13	67	dynamic stability of vehicles traversing ascending or descending paths through the atmosphere	404
*********************************************************************************
1	149	0.53	760	inelastic buckling of initially imperfect cylindrical shells subject to axial compression	839
2	149	0.5	1122	on the role of initial imperfections in plastic buckling of cylinders under axial compression	839
3	149	0.48	822	effects of imperfections on buckling of thin cylinders and columns under axial compression	839
4	149	0.44	1013	principles of creep buckling weightstrength analysis	839
5	149	0.44	739	the buckling of thin cylindrical shells under axial compression	839
6	149	0.42	1126	an engineers conceptual approach to the buckling of cylindrical shell axial loading	839
7	149	0.4	1172	elastic stability of circular cylindrical shells stabilized by a soft elastic core	839
8	149	0.4	897	some results on buckling and postbuckling of cylindrical shells	839
9	149	0.38	740	the behaviour of a cylindrical shell under axial compression when the buckling load has been exceeded	839
10	149	0.37	741	the behaviour of thin cylindrical shells after buckling under axial compression	839
*********************************************************************************
1	150	0.43	820	theories of plastic buckling	883
2	150	0.38	819	stresses in the plastic range around a normally loaded circular hole in an infinite sheet	883
3	150	0.35	823	plastic torsional buckling strength of cylinders including the effects of imperfections	883
4	150	0.35	818	a quantitative comparison of flow and deformation theories of plasticity	883
5	150	0.34	1119	plastic stability theory of thin shells	883
6	150	0.29	825	inelastic instability and incremental theories of plasticity	883
7	150	0.28	817	loading paths and the incremental stress law	883
8	150	0.27	760	inelastic buckling of initially imperfect cylindrical shells subject to axial compression	883
9	150	0.22	1121	compressive and torsional buckling of thinwall cylinders in the yield region	883
10	150	0.19	378	engineering relations for friction and heat transfer to surfaces in high velocity flow	883
*********************************************************************************
1	152	0.28	910	natural frequencies of continuous beams of uniform span length	412
2	152	0.18	1092	wingnacellepropeller interference for wings of various spans force and pressure distribution tests	412
3	152	0.18	728	free vibrations of continuous skin stringer panels	412
